tconst,description
tt1951216,"Paul Raymond builds a porn, entertainment and real estate empire that makes him the wealthiest man in Britain, but drugs doom his beloved daughter, Debbie."
tt3748512,"Filmmakers discuss the legacy of Alfred Hitchcock and the book “Hitchcock/Truffaut” (“Le cinéma selon Hitchcock”), written by François Truffaut and published in 1966."
tt0065073,"Three elderly distinguished gentlemen are searching for some excitement in their boring borgoueis lives and gets in contact with one of count Dracula's servants. In a nightly ceremony they restore the count back to life. The three men killed Dracula's servant and as a revenge, the count makes sure that the gentlemen are killed one by one by their own sons."
tt10375106,Two dimwitted friends hatch a money-making scheme after discovering a giant fly in the trunk of a car.
tt9340892,"A college reunion goes awry when Pete suspects his friends may be out to get him... As their weekend getaway grows more and more uncomfortable, should Pete be worried about his safety, or is it all in his head?"
tt1376213,"Seventeen-year-old Mariah Mundi's life is turned upside down when his parents vanish and his younger brother is kidnapped. Following a trail of clues to the darkly majestic Prince Regent Hotel, Mariah discovers a hidden realm of child-stealing monsters, deadly secrets and a long-lost artefact that grants limitless wealth—but also devastating supernatural power. With the fate of his world, and his family at stake, Mariah will risk everything to unravel the Curse of the Midas Box."
tt1293842,A comedy centered on a has-been coach who is given a shot at redemption when he's asked to run his local high school's girls basketball team
tt8564902,"Parallels are drawn between Abraham Lincoln's presidency and the presidency of Donald Trump. Not since 1860 have the Democrats so fanatically refused to accept the result of a free election. That year, their target was Lincoln. They smeared him. They went to war to defeat him. In the end, they assassinated him."
tt2369154,"Rajkumar, an aimless youth, works for a drug baron and is sent to kill a rival dealer. His life is changed forever when he meets Chanda, and has no idea she is the adopted daughter of the man he is supposed to kill."
tt0055320,"With his family mired in financial troubles, Domenico moves to Milan, Italy, from his small town to get a job in lieu of furthering his education. A lack of options forces him to take a position as a messenger at a big company, where he hopes to receive a promotion soon. There, Domenico meets Antonietta, a young woman in a similar situation as himself. The two form a tentative relationship, but the soulless nature of their jobs threatens to keep them apart."
tt0487503,"Mélanie Prouvost, a ten-year-old butcher's daughter, is a gifted pianist. That is why she and her parents decide that she sit for the Conservatory entrance exam. Although Mélanie is very likely to be admitted, she unfortunately gets distracted by the president of the jury's offhand attitude and she fails. Ten years later, Mélanie becomes her page turner, waiting patiently for her revenge."
tt0282744,"After England's football (soccer) manager has a heart attack, Mike Bassett is hired as the new manager and promptly announces the team will win the World Cup."
tt7830806,"The year is 1988. Abby and Gretchen have been best friends since fourth grade. After an evening of skinny-dipping goes disastrously wrong, Gretchen begins to act…different, which leads Abby to suspect her best friend may be possessed by a demon. With help from some unlikely allies, Abby embarks on a quest to save Gretchen. But is their friendship powerful enough to beat the devil?"
tt0099669,"Raised by his science teacher father, Joseph Pagnol, and seamstress mother Augustine, young Marcel grows up during the turn of the century in awe of his rationalist dad. When the family takes a summer vacation in the countryside, Marcel becomes friends with Lili, who teaches him about rural life."
tt0119527,"The gruesome death of a prostitute brings suspicion on one of her clients, James Wayland, a brilliant, self-destructive and epileptic heir to a textile fortune. So detectives Braxton and Kennesaw take Wayland in for questioning, thinking they can break the man. But despite his troubles, Wayland is a master of manipulation, and during the interrogation, he begins to turn the tables on the investigators, forcing them to reveal their own sinister sides."
tt4888834,"Children of two renowned families fall in love amidst orthodox surroundings. When their inter-religious relationship is opposed, the two lovers' situation is fraught with familial pressure, societal culture and blind arrogance."
